"['mammals give birth to live young [SEP] Which animal gives birth to live young?Shark [SEP]', 0]","['mammals give birth to live young [SEP] Which animal gives birth to live young?Turtle [SEP]', 0]","['mammals give birth to live young [SEP] Which animal gives birth to live young?Giraffe [SEP]', 1]","['mammals give birth to live young [SEP] Which animal gives birth to live young?Spider [SEP]', 0]"
"[""a plant 's roots slowly break down rocks as the roots grow [SEP] As a plant's roots get bigger, they split apartworms [SEP]"", 0]","[""a plant 's roots slowly break down rocks as the roots grow [SEP] As a plant's roots get bigger, they split apartwater [SEP]"", 0]","[""a plant 's roots slowly break down rocks as the roots grow [SEP] As a plant's roots get bigger, they split apartgranite [SEP]"", 1]","[""a plant 's roots slowly break down rocks as the roots grow [SEP] As a plant's roots get bigger, they split apartatoms [SEP]"", 0]"
"['as distance to a city decreases , the amount of light pollution will increase [SEP] In the wilderness, light pollution is?less [SEP]', 1]","['as distance to a city decreases , the amount of light pollution will increase [SEP] In the wilderness, light pollution is?stronger [SEP]', 0]","['as distance to a city decreases , the amount of light pollution will increase [SEP] In the wilderness, light pollution is?brighter [SEP]', 0]","['as distance to a city decreases , the amount of light pollution will increase [SEP] In the wilderness, light pollution is?more widespread [SEP]', 0]"
"['An example of moisture is water vapor in the atmosphere [SEP] Water vapor is an example of what?moistness [SEP]', 1]","['An example of moisture is water vapor in the atmosphere [SEP] Water vapor is an example of what?warmth [SEP]', 0]","['An example of moisture is water vapor in the atmosphere [SEP] Water vapor is an example of what?heat [SEP]', 0]","['An example of moisture is water vapor in the atmosphere [SEP] Water vapor is an example of what?coldness [SEP]', 0]"
"['an ocean is a source of heat and moisture for a hurricane [SEP] Heat and moisture in the ocean is a good recipe fora violent storm [SEP]', 1]","['an ocean is a source of heat and moisture for a hurricane [SEP] Heat and moisture in the ocean is a good recipe forviolent sea animals [SEP]', 0]","['an ocean is a source of heat and moisture for a hurricane [SEP] Heat and moisture in the ocean is a good recipe forcondensation [SEP]', 0]","['an ocean is a source of heat and moisture for a hurricane [SEP] Heat and moisture in the ocean is a good recipe forinland storms [SEP]', 0]"
"['steam is a kind of water above 100 degrees celsius [SEP] if the boiling point of water is attained, what ensues beyond this point?the water turns evaporates rapidly [SEP]', 1]","['steam is a kind of water above 100 degrees celsius [SEP] if the boiling point of water is attained, what ensues beyond this point?the water then solidifies [SEP]', 0]","['steam is a kind of water above 100 degrees celsius [SEP] if the boiling point of water is attained, what ensues beyond this point?the water becomes black [SEP]', 0]","['steam is a kind of water above 100 degrees celsius [SEP] if the boiling point of water is attained, what ensues beyond this point?all of these [SEP]', 0]"
"['acid rain has a negative impact on water quality [SEP] What is the most likely to be an effect of acid rain on an aquatic environment?decrease in plant life [SEP]', 1]","['acid rain has a negative impact on water quality [SEP] What is the most likely to be an effect of acid rain on an aquatic environment?increase in fish population [SEP]', 0]","['acid rain has a negative impact on water quality [SEP] What is the most likely to be an effect of acid rain on an aquatic environment?increase in plant growth [SEP]', 0]","['acid rain has a negative impact on water quality [SEP] What is the most likely to be an effect of acid rain on an aquatic environment?cleaner and clearer water [SEP]', 0]"
"['the phases of the Moon change the appearance of the Moon [SEP] When the moon is full is has a differentsize [SEP]', 0]","['the phases of the Moon change the appearance of the Moon [SEP] When the moon is full is has a differentweight [SEP]', 0]","['the phases of the Moon change the appearance of the Moon [SEP] When the moon is full is has a differentdistance [SEP]', 0]","['the phases of the Moon change the appearance of the Moon [SEP] When the moon is full is has a differentappearance [SEP]', 1]"
"['winter is when a hemisphere is tilted away from the sun [SEP] What happens when a hemisphere is tilted away from the sun?cools [SEP]', 1]","['winter is when a hemisphere is tilted away from the sun [SEP] What happens when a hemisphere is tilted away from the sun?nothing [SEP]', 0]","['winter is when a hemisphere is tilted away from the sun [SEP] What happens when a hemisphere is tilted away from the sun?heats [SEP]', 0]","['winter is when a hemisphere is tilted away from the sun [SEP] What happens when a hemisphere is tilted away from the sun?warms [SEP]', 0]"
"['alternative fuel is usually a renewable resource [SEP] One renewable fuel source isvegetable oil [SEP]', 1]","['alternative fuel is usually a renewable resource [SEP] One renewable fuel source iscoal [SEP]', 0]","['alternative fuel is usually a renewable resource [SEP] One renewable fuel source isfossil fuel [SEP]', 0]","['alternative fuel is usually a renewable resource [SEP] One renewable fuel source ispetroleum fuel [SEP]', 0]"
"['a doorbell converts electrical energy into sound [SEP] I can use electrical energy toRun a mile [SEP]', 0]","['a doorbell converts electrical energy into sound [SEP] I can use electrical energy toSwim [SEP]', 0]","['a doorbell converts electrical energy into sound [SEP] I can use electrical energy tobake a bagel [SEP]', 1]","['a doorbell converts electrical energy into sound [SEP] I can use electrical energy toRock climb [SEP]', 0]"
"[""a flower 's purpose is to produce seeds [SEP] On the list of a flower's goals would be toproduce carbon dioxide [SEP]"", 0]","[""a flower 's purpose is to produce seeds [SEP] On the list of a flower's goals would be toderoot and die [SEP]"", 0]","[""a flower 's purpose is to produce seeds [SEP] On the list of a flower's goals would be toproduce offspring [SEP]"", 1]","[""a flower 's purpose is to produce seeds [SEP] On the list of a flower's goals would be toremain sterile [SEP]"", 0]"
"['something reusable can be used more than once [SEP] A person wants to buy some reusable equipment for the kitchen, so they getpaper plates [SEP]', 0]","['something reusable can be used more than once [SEP] A person wants to buy some reusable equipment for the kitchen, so they getceramic plates [SEP]', 1]","['something reusable can be used more than once [SEP] A person wants to buy some reusable equipment for the kitchen, so they getsolo cups [SEP]', 0]","['something reusable can be used more than once [SEP] A person wants to buy some reusable equipment for the kitchen, so they getplastic forks [SEP]', 0]"
"['evaporation is a stage in the water cycle process [SEP] The only stage of the water cycle process that is nonexistent isevaporation [SEP]', 0]","['evaporation is a stage in the water cycle process [SEP] The only stage of the water cycle process that is nonexistent isevaluation [SEP]', 1]","['evaporation is a stage in the water cycle process [SEP] The only stage of the water cycle process that is nonexistent isprecipitation [SEP]', 0]","['evaporation is a stage in the water cycle process [SEP] The only stage of the water cycle process that is nonexistent iscondensation [SEP]', 0]"
"[""the ability to access resources has a positive impact on an organism 's survival [SEP] which of these would more likely survive?a lost dog by the river, with small rodents [SEP]"", 1]","[""the ability to access resources has a positive impact on an organism 's survival [SEP] which of these would more likely survive?a cat left in the desert [SEP]"", 0]","[""the ability to access resources has a positive impact on an organism 's survival [SEP] which of these would more likely survive?a man drifting a raft at sea without supplies [SEP]"", 0]","[""the ability to access resources has a positive impact on an organism 's survival [SEP] which of these would more likely survive?none of these [SEP]"", 0]"
"[""the moon 's surface contains many craters [SEP] The moon's surfaceis smooth on the entire surface [SEP]"", 0]","[""the moon 's surface contains many craters [SEP] The moon's surfacecontains large cavities cause by explosions [SEP]"", 1]","[""the moon 's surface contains many craters [SEP] The moon's surfacecontains an internal core of cheese [SEP]"", 0]","[""the moon 's surface contains many craters [SEP] The moon's surfaceis filled with lakes [SEP]"", 0]"
"['a greenhouse is used to protect plants from the cold [SEP] Greenhousestrap the dangerous gases released by plants [SEP]', 0]","['a greenhouse is used to protect plants from the cold [SEP] Greenhousesprotect plants from snow and frost [SEP]', 1]","['a greenhouse is used to protect plants from the cold [SEP] Greenhouseskeep plants from getting warm [SEP]', 0]","['a greenhouse is used to protect plants from the cold [SEP] Greenhousesprotect plants from mild weather [SEP]', 0]"
"['a planet rotating causes cycles of day and night on that planet [SEP] Earth rotating causesthe cycling of AM and PM [SEP]', 1]","['a planet rotating causes cycles of day and night on that planet [SEP] Earth rotating causesthe creation of volcanic eruptions [SEP]', 0]","['a planet rotating causes cycles of day and night on that planet [SEP] Earth rotating causesthe cycling of the tides [SEP]', 0]","['a planet rotating causes cycles of day and night on that planet [SEP] Earth rotating causesthe creation of gravity [SEP]', 0]"
"['a stove generates heat for cooking usually [SEP] which one of these can help a person cook their food?a stack of clothes [SEP]', 0]","['a stove generates heat for cooking usually [SEP] which one of these can help a person cook their food?a stack of cans [SEP]', 0]","['a stove generates heat for cooking usually [SEP] which one of these can help a person cook their food?a pack of cigarettes [SEP]', 0]","['a stove generates heat for cooking usually [SEP] which one of these can help a person cook their food?a counter cooker appliance [SEP]', 1]"
"['sunlight produces heat [SEP] Sunlight produces heat that causesdogs to bark [SEP]', 0]","['sunlight produces heat [SEP] Sunlight produces heat that causesstones to form [SEP]', 0]","['sunlight produces heat [SEP] Sunlight produces heat that causeswarmth on bodies [SEP]', 1]","['sunlight produces heat [SEP] Sunlight produces heat that causesplastic to form [SEP]', 0]"
"['a tape measure is used to measure length [SEP] with which could you tell the exact size of an object?a plain stick with irregular shape [SEP]', 0]","['a tape measure is used to measure length [SEP] with which could you tell the exact size of an object?a plastic tape with graduated markings [SEP]', 1]","['a tape measure is used to measure length [SEP] with which could you tell the exact size of an object?a thermometer with mercury in it [SEP]', 0]","['a tape measure is used to measure length [SEP] with which could you tell the exact size of an object?a metal cooking spoon [SEP]', 0]"
"['reproduction produces offspring [SEP] Which would be the result of the breeding of two wolves?kittens [SEP]', 0]","['reproduction produces offspring [SEP] Which would be the result of the breeding of two wolves?wolf pups [SEP]', 1]","['reproduction produces offspring [SEP] Which would be the result of the breeding of two wolves?fox pups [SEP]', 0]","['reproduction produces offspring [SEP] Which would be the result of the breeding of two wolves?dog pups [SEP]', 0]"
"['a scale is used for measuring weight [SEP] Scalesmeasure how much belly fat the user has [SEP]', 0]","['a scale is used for measuring weight [SEP] Scalesmeasure height of the user [SEP]', 0]","['a scale is used for measuring weight [SEP] Scaleshelp users know if they need to drop some lbs. [SEP]', 1]","['a scale is used for measuring weight [SEP] Scaleshelp users determine their blood sugar levels [SEP]', 0]"
"['a producer is a source of sugar in an ecosystem [SEP] When producers create food in an ecosystem, a portion of the nutrients arecarbs [SEP]', 1]","['a producer is a source of sugar in an ecosystem [SEP] When producers create food in an ecosystem, a portion of the nutrients areenergy [SEP]', 0]","['a producer is a source of sugar in an ecosystem [SEP] When producers create food in an ecosystem, a portion of the nutrients aregrass [SEP]', 0]","['a producer is a source of sugar in an ecosystem [SEP] When producers create food in an ecosystem, a portion of the nutrients areflowers [SEP]', 0]"
"['friction acts to counter the motion of two objects when their surfaces are touching [SEP] Two ships grazing each other as they pass willcause mayhem [SEP]', 0]","['friction acts to counter the motion of two objects when their surfaces are touching [SEP] Two ships grazing each other as they pass willsink them [SEP]', 0]","['friction acts to counter the motion of two objects when their surfaces are touching [SEP] Two ships grazing each other as they pass willspeed them up [SEP]', 0]","['friction acts to counter the motion of two objects when their surfaces are touching [SEP] Two ships grazing each other as they pass willslow them down [SEP]', 1]"
"['a battery converts chemical energy into electrical energy [SEP] A battery converts chemical energy intoenergy stored due to the relative positions of charged particles or electric fields [SEP]', 1]","['a battery converts chemical energy into electrical energy [SEP] A battery converts chemical energy intoenergy stored due to the bombardment of particles [SEP]', 0]","['a battery converts chemical energy into electrical energy [SEP] A battery converts chemical energy intoenergy stored between the cells of nonadjacent particles [SEP]', 0]","['a battery converts chemical energy into electrical energy [SEP] A battery converts chemical energy intoenergy that is broken down in particles [SEP]', 0]"
"['chlorophyll is used for absorbing light energy by plants [SEP] The leaves of a plant benefit from?dog [SEP]', 0]","['chlorophyll is used for absorbing light energy by plants [SEP] The leaves of a plant benefit from?sun [SEP]', 1]","['chlorophyll is used for absorbing light energy by plants [SEP] The leaves of a plant benefit from?human [SEP]', 0]","['chlorophyll is used for absorbing light energy by plants [SEP] The leaves of a plant benefit from?dust [SEP]', 0]"
"[""a quartz is made of six-sided transparent crystals [SEP] Quartz may produce rainbows when light is shinedaround the crystal's area [SEP]"", 0]","['a quartz is made of six-sided transparent crystals [SEP] Quartz may produce rainbows when light is shinedthrough any of its sides [SEP]', 1]","['a quartz is made of six-sided transparent crystals [SEP] Quartz may produce rainbows when light is shinedin the room its in [SEP]', 0]","['a quartz is made of six-sided transparent crystals [SEP] Quartz may produce rainbows when light is shinedin to a mirror at it [SEP]', 0]"
"['if fossils of a water animal or plant are found in a place then that place used to be covered by water in the past [SEP] A woman is digging under a tree on a tall mountain. She is looking for interesting rocks, and a foot down into the soil, discovers a fossilized fish skeleton. From this discovery, the woman is able to determine thatthe mountain used to be underwater [SEP]', 1]","['if fossils of a water animal or plant are found in a place then that place used to be covered by water in the past [SEP] A woman is digging under a tree on a tall mountain. She is looking for interesting rocks, and a foot down into the soil, discovers a fossilized fish skeleton. From this discovery, the woman is able to determine thatsome bears in mountains eat fish [SEP]', 0]","['if fossils of a water animal or plant are found in a place then that place used to be covered by water in the past [SEP] A woman is digging under a tree on a tall mountain. She is looking for interesting rocks, and a foot down into the soil, discovers a fossilized fish skeleton. From this discovery, the woman is able to determine thatsome fish can climb mountains [SEP]', 0]","['if fossils of a water animal or plant are found in a place then that place used to be covered by water in the past [SEP] A woman is digging under a tree on a tall mountain. She is looking for interesting rocks, and a foot down into the soil, discovers a fossilized fish skeleton. From this discovery, the woman is able to determine thatsometimes rain can move fish to high spaces [SEP]', 0]"
